date,BDI,SSEC,NASDAQ,NOSB,CRB,dot_com,911,China_WTO,Iraq_war,Indian_Ocean_Tsunami,Grobal_Financial_Crisis,China_Economic_policy_changes,Lehman_bro,Europe_Debt_Crisis,Japan_Earthqauke,Crude_oil_price_Collapse,China_economic_Slowdown,Covid_19,OECD_GDP_growth,month,spring,summer,fall,winter,TimeSeries
2004-09-19,4213.142857,1368.532857,1907.804286,2190,272.9157143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,9,0,0,1,0,255
2004-09-26,4183.571429,1442.175714,1888.604286,2466.266667,282.4485714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,9,0,0,1,0,256
2004-10-03,4112.571429,1412.781786,1908.19,2722.218126,288.1842857,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,10,0,0,1,0,257
2004-10-10,4244.428571,1416.848929,1942.307143,2734.387097,294.9271429,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,10,0,0,1,0,258
2004-10-17,4500.428571,1359.097143,1919.571429,2678.83871,294.6657143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,10,0,0,1,0,259
2004-10-24,4716.714286,1326.287143,1927.19,2623.290323,296.82,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,10,0,0,1,0,260
2004-10-31,4898.571429,1323.834286,1959.772857,2567.741935,293.3771429,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,10,0,0,1,0,261
2004-11-07,4986.142857,1307.548571,2015.678571,2627.5,286.8571429,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,11,0,0,1,0,262
2004-11-14,5098.714286,1341.087143,2063.311429,2841,285.8171429,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,11,0,0,1,0,263
2004-11-21,5310,1372.478571,2086.16,3054.5,288.0014286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,11,0,0,1,0,264
2004-11-28,5718.571429,1360.371429,2097.867857,3268,291.9442857,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,11,0,0,1,0,265
2004-12-05,6114.714286,1337.181429,2133.235714,3358.711982,282.85,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,12,0,0,0,1,266
2004-12-12,6008.285714,1324.824286,2132.238571,3007.387097,273.1571429,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,12,0,0,0,1,267
2004-12-19,5248.857143,1298.821429,2145.041429,2619.225806,281.4857143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,12,0,0,0,1,268
2004-12-26,4689.181818,1284.467143,2152.667143,2231.064516,281.1635714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.269256905,12,0,0,0,1,269
2005-01-02,4520.545455,1269.8475,2169.968571,1848.884793,278.7071429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,1,0,0,0,1,270
2005-01-09,4474.558442,1246.391786,2102.215714,1664.096774,276.2028571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,1,0,0,0,1,271
2005-01-16,4716.142857,1247.282857,2088.153929,1569.032258,282.3035714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,1,0,0,0,1,272
2005-01-23,4426,1227.048571,2057.751071,1473.967742,284.9264286,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,1,0,0,0,1,273
2005-01-30,4392.142857,1228.145714,2036.565714,1378.903226,286.52,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,1,0,0,0,1,274
2005-02-06,4337.571429,1240.718571,2074.165714,1341.945194,281.0657143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,2,0,0,0,1,275
2005-02-13,4301.714286,1273.94,2072.941429,1432.821429,282.3828571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,2,0,0,0,1,276
2005-02-20,4656.285714,1273.245714,2067.932143,1527.571429,288.8814286,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,2,0,0,0,1,277
2005-02-27,4813.285714,1306.294286,2047.597857,1622.321429,299.5142857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,2,0,0,0,1,278
2005-03-06,4661.571429,1294.337143,2068.614286,1729.264483,307.7628571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,3,1,0,0,0,279
2005-03-13,4756.285714,1298.344286,2059.858571,1863.032258,315.7014286,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,3,1,0,0,0,280
2005-03-20,4644.571429,1249.65,2020.182857,1997.612903,320.87,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,3,1,0,0,0,281
2005-03-27,4679.057143,1208.454286,1993.357143,2132.193548,310.7071429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,3,1,0,0,0,282
2005-04-03,4645.942857,1199.864286,1990.284286,2251.820276,314.2028571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,4,1,0,0,0,283
2005-04-10,4676.428571,1224.725714,1999.877143,2192,310.33,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,4,1,0,0,0,284
2005-04-17,4797.428571,1224.951429,1949.688571,2082.333333,300.2157143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,4,1,0,0,0,285
2005-04-24,4530.714286,1178.675714,1933.801429,1972.666667,305.72,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,4,1,0,0,0,286
2005-05-01,3989.535714,1158.592429,1926.397143,1863,301.3071429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,5,1,0,0,0,287
2005-05-08,3904.821429,1142.164,1957.16,1755.741935,294.7642857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,5,1,0,0,0,288
2005-05-15,3868.571429,1115.055714,1975.122857,1650.290323,290.5457143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,5,1,0,0,0,289
2005-05-22,3595.714286,1095.845714,2031.614286,1544.83871,284.7385714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,5,1,0,0,0,290
2005-05-29,3343,1062.822857,2065.883929,1439.387097,290.1917857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,5,1,0,0,0,291
2005-06-05,3140.714286,1033.972857,2077.513929,1396.360983,297.9203571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,6,0,1,0,0,292
2005-06-12,2894.285714,1090.688571,2067.852857,1578.066667,298.9557143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,6,0,1,0,0,293
2005-06-19,2613.285714,1092.205714,2081.488571,1778.5,306.6514286,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,6,0,1,0,0,294
2005-06-26,2574.857143,1105.891429,2070.518571,1978.933333,311.6671429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,6,0,1,0,0,295
2005-07-03,2536.285714,1082.517143,2061.297857,2155.592934,304.9935714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,7,0,1,0,0,296
2005-07-10,2395,1029.418571,2093.950714,2046.967742,310.2964286,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,7,0,1,0,0,297
2005-07-17,2322.285714,1028.544286,2147.705714,1859.096774,309.6142857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,7,0,1,0,0,298
2005-07-24,2139.714286,1029.454286,2173.062857,1671.225806,304.2342857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,7,0,1,0,0,299
2005-07-31,1868.428571,1078.525714,2184.632857,1483.354839,309.6814286,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,7,0,1,0,0,300
2005-08-07,1791.428571,1114.234286,2191.695714,1433.870968,316.4185714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,8,0,1,0,0,301
2005-08-14,2028.142857,1166.121429,2164.54,1568.903226,320.04,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,8,0,1,0,0,302
2005-08-21,2366.428571,1166.302857,2142.551429,1703.935484,315.9157143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,8,0,1,0,0,303
2005-08-28,2615.178571,1163.76,2131.59,1838.967742,318.6371429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,8,0,1,0,0,304
2005-09-04,2534.607143,1174.637143,2144.278929,1949.236866,330.3710714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,9,0,0,1,0,305
2005-09-11,2548,1189.387143,2171.311786,1906.8,324.9625,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,9,0,0,1,0,306
2005-09-18,2863.714286,1210.92,2159.431429,1839.6,319.6485714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,9,0,0,1,0,307
2005-09-25,3044.714286,1177.171429,2121.307143,1772.4,325.8642857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,9,0,0,1,0,308
2005-10-02,2955.285714,1148.194571,2136.187143,1704.073733,331.6142857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,10,0,0,1,0,309
2005-10-09,3048.428571,1145.614,2105.93,1598.580645,327.35,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,10,0,0,1,0,310
2005-10-16,3292.857143,1145.868571,2060.665714,1476.193548,329.31,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,10,0,0,1,0,311
2005-10-23,3204.428571,1138.135714,2080.842857,1353.806452,325.3028571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,10,0,0,1,0,312
2005-10-30,3131.714286,1101.798571,2098.457143,1231.419355,322.6771429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,10,0,0,1,0,313
2005-11-06,3013,1097.654286,2150.854286,1140.28341,317.8357143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,11,0,0,1,0,314
2005-11-13,2992,1096.611429,2189.812857,1117.9,316.1457143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,11,0,0,1,0,315
2005-11-20,2952.571429,1103.042857,2213.127143,1097.6,313.6342857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,11,0,0,1,0,316
2005-11-27,2793.571429,1111.195714,2254.585,1077.3,314.2992857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,11,0,0,1,0,317
2005-12-04,2760.285714,1096.228571,2253.778571,1100.269124,318.7542857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,12,0,0,0,1,318
2005-12-11,2679.285714,1101.18,2255.897143,1390.064516,327.7571429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,12,0,0,0,1,319
2005-12-18,2566.714286,1124.277143,2253.838571,1723.129032,329.7328571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,12,0,0,0,1,320
2005-12-25,2438.636364,1140.092857,2236.381786,2056.193548,326.1185714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.820833559,12,0,0,0,1,321
2006-01-01,2423.909091,1161.874286,2221.6125,2389.258065,329.1214286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,1,0,0,0,1,322
2006-01-08,2474.74026,1194.674286,2278.305,2754.193548,336.9814286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,1,0,0,0,1,323
2006-01-15,2394.571429,1217.118571,2318.2025,3143.032258,336.9896429,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,1,0,0,0,1,324
2006-01-22,2182.714286,1237.518571,2276.326786,3531.870968,342.6739286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,1,0,0,0,1,325
2006-01-29,2055.285714,1256.868571,2281.801429,3920.709677,345.4942857,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,1,0,0,0,1,326
2006-02-05,2115.571429,1258.05,2284.098571,4098.203752,345.9285714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,2,0,0,0,1,327
2006-02-12,2251.428571,1282.028571,2255.74,3514.857143,334.7828571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,2,0,0,0,1,328
2006-02-19,2585.714286,1276.875714,2272.224286,2868.107143,325.3575,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,2,0,0,0,1,329
2006-02-26,2681.714286,1288.567143,2282.074286,2221.357143,326.9175,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,2,0,0,0,1,330
2006-03-05,2681.142857,1294.861429,2300.792857,1727.288183,326.7614286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,3,1,0,0,0,331
2006-03-12,2690,1256.484286,2266.1,1782.870968,320.9028571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,3,1,0,0,0,332
2006-03-19,2571.714286,1270.721429,2300.2,1884.258065,325.0628571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,3,1,0,0,0,333
2006-03-26,2539.857143,1294.755714,2307.58,1985.645161,324.47,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,3,1,0,0,0,334
2006-04-02,2515.428571,1301.58,2330.708571,2083.5298,333.0814286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,4,1,0,0,0,335
2006-04-09,2511,1339.167143,2344.904286,2065.833333,336.8371429,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,4,1,0,0,0,336
2006-04-16,2505.342857,1358.78,2320.045,1995.6,342.7985714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,4,1,0,0,0,337
2006-04-23,2458.657143,1398.527143,2345.69,1925.366667,354.9028571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,4,1,0,0,0,338
2006-04-30,2381,1425.927714,2327.455714,1855.133333,351.25,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,4,1,0,0,0,339
2006-05-07,2375.857143,1474.348,2324.661429,2082.580645,352.6457143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,5,1,0,0,0,340
2006-05-14,2458.285714,1568.725714,2286.108571,2706.935484,358.0571429,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,5,1,0,0,0,341
2006-05-21,2487.285714,1642.365714,2200.627143,3331.290323,347.4471429,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,5,1,0,0,0,342
2006-05-28,2446.142857,1617.271429,2185.131071,3955.645161,346.9907143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,5,1,0,0,0,343
2006-06-04,2475.571429,1664.962857,2192.581071,4429.919816,347.5164286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,6,0,1,0,0,344
2006-06-11,2619.857143,1600.05,2141.565714,3978.7,342.0828571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,6,0,1,0,0,345
2006-06-18,2712.428571,1557.404286,2109.18,3377.4,335.7457143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,6,0,1,0,0,346
2006-06-25,2773.571429,1602.525714,2122.61,2776.1,335.29,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,6,0,1,0,0,347
2006-07-02,2919.285714,1660.801429,2150.678571,2192.739631,342.2628571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,7,0,1,0,0,348
2006-07-09,2910.285714,1719.081429,2149.685,2201.387097,348.945,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,7,0,1,0,0,349
2006-07-16,2917.571429,1698.46,2071.794286,2479.129032,352.4585714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,7,0,1,0,0,350
2006-07-23,3131.285714,1666.288571,2043.384286,2756.870968,342.0742857,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,7,0,1,0,0,351
2006-07-30,3241.571429,1664.287143,2077.202857,3034.612903,343.8957143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,7,0,1,0,0,352
2006-08-06,3502.857143,1586.144286,2081.03,3159.313364,350.7228571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,8,0,1,0,0,353
2006-08-13,3696.428571,1585.037143,2064.261429,2947.322581,347.47,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,8,0,1,0,0,354
2006-08-20,3780.285714,1597.618571,2138.121429,2725.129032,335.2785714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,8,0,1,0,0,355
2006-08-27,3683.428571,1620.918571,2144.402857,2502.935484,335.03,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,8,0,1,0,0,356
2006-09-03,3822.714286,1649.455714,2184.480714,2296.317051,327.3882143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,9,0,0,1,0,357
2006-09-10,3900.714286,1666.548571,2176.603571,2276.6,322.4582143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,9,0,0,1,0,358
2006-09-17,4155.571429,1703.571429,2221.771429,2308.8,309.0785714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,9,0,0,1,0,359
2006-09-24,4191.285714,1730.667143,2233.67,2341,302.6628571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,9,0,0,1,0,360
2006-10-01,3959.714286,1737.736857,2256.897143,2373.2,303.4842857,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,10,0,0,1,0,361
2006-10-08,3961.571429,1772.196,2284.327143,2511,299.7428571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,10,0,0,1,0,362
2006-10-15,4110.428571,1782.734286,2337.152857,2728,302.2628571,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,10,0,0,1,0,363
2006-10-22,4076.142857,1779.248571,2346.72,2945,306.6842857,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,10,0,0,1,0,364
2006-10-29,3979.857143,1800.838571,2357.3,3162,309.8785714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,10,0,0,1,0,365
2006-11-05,4125.571429,1853.385714,2346.625714,3327.52381,308.2314286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,11,0,0,1,0,366
2006-11-12,4222.428571,1881.372857,2384.085714,3307.733333,311.9485714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,11,0,0,1,0,367
2006-11-19,4140.428571,1939.621429,2439.041429,3272.5,307.1485714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,11,0,0,1,0,368
2006-11-26,4165.714286,2043.921429,2451.871429,3237.266667,309.0907143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,11,0,0,1,0,369
2006-12-03,4319.285714,2086.447143,2422.477143,3221.996928,317.9314286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,12,0,0,0,1,370
2006-12-10,4337.142857,2145.151429,2441.7,3446.290323,313.5414286,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,12,0,0,0,1,371
2006-12-17,4300.857143,2250.322857,2444.384286,3737.129032,312.2757143,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,12,0,0,0,1,372
2006-12-24,4364.220779,2362.264286,2417.338214,4027.967742,309.6775,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,12,0,0,0,1,373
2006-12-31,4410.090909,2580.857857,2418.759929,4318.806452,306.1100714,0,0,0,1,0,0,0,0,0,0,0,0,0,3.000615691,12,0,0,0,1,374
2007-01-07,4491.831169,2687.498571,2432.126857,4116.677419,295.1845714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,1,0,0,0,1,375
2007-01-14,4628,2748.801429,2475.841429,3257.258065,289.2760714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,1,0,0,0,1,376
2007-01-21,4448.571429,2821.315714,2464.734286,2397.83871,288.7403571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,1,0,0,0,1,377
2007-01-28,4363.285714,2917.885714,2439.295714,1538.419355,294.1771429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,1,0,0,0,1,378
2007-02-04,4260.714286,2772.364286,2463.485714,833.735023,299.0728571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,2,0,0,0,1,379
2007-02-11,4313.714286,2715.728571,2470.182857,1083.25,302.0928571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,2,0,0,0,1,380
2007-02-18,4355.857143,2935.027,2485.316786,1487.5,303.9417857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,2,0,0,0,1,381
2007-02-25,4466.857143,3023.748,2514.2825,1891.75,310.4732143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,2,0,0,0,1,382
2007-03-04,4792.571429,2848.431429,2401.345714,2253.965438,311.1457143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,3,1,0,0,0,383
2007-03-11,4967.142857,2897.26,2380.797143,2356.967742,308.0528571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,3,1,0,0,0,384
2007-03-18,5079,2950.447143,2377.575714,2417.935484,304.6428571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,3,1,0,0,0,385
2007-03-25,5259,3063.804286,2437.681429,2478.903226,308.7042857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,3,1,0,0,0,386
2007-04-01,5375,3178.964286,2427.654286,2539.870968,315.0071429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,4,1,0,0,0,387
2007-04-08,5499.285714,3314.385714,2459.057143,2668.133333,315.9114286,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,4,1,0,0,0,388
2007-04-15,5552.857143,3500.352857,2484.09,2846.866667,316.5071429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,4,1,0,0,0,389
2007-04-22,5752.428571,3592.717143,2518.225714,3025.6,312.8114286,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,4,1,0,0,0,390
2007-04-29,6139,3759.921429,2541.438571,3204.333333,313.1571429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,4,1,0,0,0,391
2007-05-06,6294.214286,3882.0475,2556.452857,3227.015975,311.14,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,5,1,0,0,0,392
2007-05-13,6545.071429,4005.566786,2560.522857,2906.387097,309.3828571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,5,1,0,0,0,393
2007-05-20,6607.857143,4016.091429,2550.602857,2575.354839,312.2357143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,5,1,0,0,0,394
2007-05-27,6326.75,4162.73,2566.3575,2244.322581,312.0067857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,5,1,0,0,0,395
2007-06-03,6034.178571,4063.092857,2597.663214,1945.171889,311.5453571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,6,0,1,0,0,396
2007-06-10,5861.714286,3846.654286,2582.472857,2028.6,312.1171429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,6,0,1,0,0,397
2007-06-17,5382.571429,4125.514286,2597.665714,2218.3,315.6414286,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,6,0,1,0,0,398
2007-06-24,5650.857143,4151.284286,2603.611429,2408,316.4642857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,6,0,1,0,0,399
2007-07-01,6202.428571,3912.134286,2600.531429,2597.7,313.8871429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,7,0,1,0,0,400
2007-07-08,6253.142857,3801.994286,2655.391429,2790.225806,318.9128571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,7,0,1,0,0,401
2007-07-15,6537.857143,3881.235714,2682.004286,2984.870968,322.9885714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,7,0,1,0,0,402
2007-07-22,6619.857143,3984.595714,2699.275714,3179.516129,322.3985714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,7,0,1,0,0,403
2007-07-29,6816.142857,4317.944286,2611.948571,3374.16129,318.9985714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,7,0,1,0,0,404
2007-08-05,6985.714286,4481.391429,2546.73,3439.728111,319.11,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,8,0,1,0,0,405
2007-08-12,6985.285714,4716.485714,2558.631429,3040.612903,311.79,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,8,0,1,0,0,406
2007-08-19,7239.142857,4792.308571,2495.701429,2602.774194,307.1828571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,8,0,1,0,0,407
2007-08-26,7269.857143,5034.011429,2548.431429,2164.935484,303.1942857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,8,0,1,0,0,408
2007-09-02,7569,5197.26,2572.12,1746.765591,307.4542857,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,9,0,0,1,0,409
2007-09-09,8192.428571,5318.448571,2594.684286,1977.666667,311.9857143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,9,0,0,1,0,410
2007-09-16,8372.285714,5280.175714,2590.818571,2503.6,319.9957143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,9,0,0,1,0,411
2007-09-23,8664.428571,5443.754286,2652.068571,3029.533333,330.6571429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,9,0,0,1,0,412
2007-09-30,9344.428571,5479.692571,2700.572857,3555.466667,333.39,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,9,0,0,1,0,413
2007-10-07,9558.857143,5636.576,2757.015714,3530.258065,328.7457143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,10,0,0,1,0,414
2007-10-14,10343.14286,5847.135714,2795.214286,2770.193548,330.9071429,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,10,0,0,1,0,415
2007-10-21,10772.71429,5898.162857,2762.884286,2010.129032,339.2928571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,10,0,0,1,0,416
2007-10-28,10979.71429,5681.925714,2786.375714,1250.064516,341.6157143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,10,0,0,1,0,417
2007-11-04,10684.42857,5814.901429,2814.862857,657.3548387,350.1028571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,11,0,0,1,0,418
2007-11-11,10755.85714,5417.375714,2700.732857,1096.666667,353.1757143,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,11,0,0,1,0,419
2007-11-18,10926.71429,5289.452857,2626.924286,1703.333333,348.3928571,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,11,0,0,1,0,420
2007-11-25,10367.28571,5112.145714,2580.843571,2310,352.1135714,0,0,0,1,0,0,0,0,0,0,0,0,0,2.60079072,11,0,0,1,0,421
2007-12-02,10086.28571,4891.264286,2630.268571,2898.930876,344.0157143,0,0,0,1,0,1,0,0,0,0,0,0,0,2.60079072,12,0,0,0,1,422
2007-12-09,10148.71429,5029.665714,2680.517143,2902.580645,341.7028571,0,0,0,1,0,1,0,0,0,0,0,0,0,2.60079072,12,0,0,0,1,423
2007-12-16,9927.142857,5040.451429,2650.981429,2640.193548,348.4428571,0,0,0,1,0,1,0,0,0,0,0,0,0,2.60079072,12,0,0,0,1,424
2007-12-23,9456.714286,5019.437143,2644.262857,2377.806452,351.1528571,0,0,0,1,0,1,0,0,0,0,0,0,0,2.60079072,12,0,0,0,1,425
2007-12-30,8927.142857,5252.73,2690.693571,2115.419355,357.8778571,0,0,0,1,0,1,0,0,0,0,0,0,0,2.60079072,12,0,0,0,1,426
2008-01-06,8423.47619,5321.145714,2572.043571,2053.700461,364.5321429,0,0,0,1,0,1,0,0,0,0,0,0,0,0.39672394,1,0,0,0,1,427
